Rang.Sistem,Rang.Pakar,Preccsion,Recall,F-Measure
"pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan- kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan, berdasarkan surat kuasa khusus tanggal 27 november 2019; pemohon kasasi;","pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan-kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan sebagai pemohon kasasi/tergugat;",0.974,0.904,0.938
"pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410, berdasarkan surat kuasa khusus tanggal 4 februari 2020; pemohon kasasi;","pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410 sebagai pemohon kasasi/tergugat.",0.974,0.905,0.938
"pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang, berdasarkan surat kuasa khusus tanggal 19 september 2019; pemohon kasasi/tergugat;","pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang sebagai pemohon kasasi/tergugat;",0.983,0.881,0.929
"pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan, berdasarkan surat kuasa khusus tanggal 5 februari 2020; pemohon kasasi/tergugat;","pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan sebagai pemohon kasasi/tergugat;",0.984,0.887,0.933
"pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat, berdasarkan surat kuasa khusus tanggal 17 februari 2020; pemohon kasasi;","pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat sebagai pemohon kasasi;",0.985,0.892,0.936
"rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru, berdasarkan surat kuasa khusus tanggal 10 januari 2020; pemohon kasasi/penggugat;","rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru sebagai pemohon kasasi/penggugat;",0.986,0.897,0.940
"heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung; pemohon kasasi;","heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung sebagai pemohon kasasi;",0.947,1.000,0.973
"pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan, berdasarkan surat kuasa khusus tanggal 30 maret 2020; pemohon kasasi;","pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan sebagai pemohon kasasi/tergugat;",0.973,0.899,0.934
"pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan, berdasarkan surat kuasa khusus tanggal 6 februari 2020; pemohon kasasi;","pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan pemohon kasasi/tergugat.",0.985,0.893,0.937
"pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan- kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan, berdasarkan surat kuasa khusus tanggal 27 november 2019; pemohon kasasi;","pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan-kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan sebagai pemohon kasasi/tergugat;",0.974,0.904,0.938
"pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410, berdasarkan surat kuasa khusus tanggal 4 februari 2020; pemohon kasasi;","pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410 sebagai pemohon kasasi/tergugat.",0.974,0.905,0.938
"pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat, berdasarkan surat kuasa khusus tanggal 17 februari 2020; pemohon kasasi;","pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat sebagai pemohon kasasi;",0.985,0.892,0.936
"pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang, berdasarkan surat kuasa khusus tanggal 19 september 2019; pemohon kasasi/tergugat;","pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang sebagai pemohon kasasi/tergugat;",0.983,0.881,0.929
"pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan, berdasarkan surat kuasa khusus tanggal 5 februari 2020; pemohon kasasi/tergugat;","pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan sebagai pemohon kasasi/tergugat;",0.984,0.887,0.933
"rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru, berdasarkan surat kuasa khusus tanggal 10 januari 2020; pemohon kasasi/penggugat;","rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru sebagai pemohon kasasi/penggugat;",0.986,0.897,0.940
"rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru, berdasarkan surat kuasa khusus tanggal 10 januari 2020; pemohon kasasi/penggugat;","rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru sebagai pemohon kasasi/penggugat;",0.986,0.897,0.940
"pt ewindo, berkedudukan di kawasan industri rancaekek, kaveling a-8, jalan raya rancaekek, km. 24,5, sumedang, jawa barat, diwakili oleh corry kuraemi djuwanta selaku presiden direktur, dalam hal ini memberikan kuasa kepada stella kristin bong, s.h., m.hum., dan kawan-kawan, para advokat, berkantor di jalan naripan, nomor 94, kota bandung, berdasarkan surat kuasa khusus tanggal 17 maret 2020; pemohon kasasi;","pt ewindo, berkedudukan di kawasan industri rancaekek, kaveling a-8, jalan raya rancaekek, km. 24,5, sumedang, jawa barat, diwakili oleh corry kuraemi djuwanta selaku presiden direktur, dalam hal ini memberikan kuasa kepada stella kristin bong, s.h., m.hum., dan kawan-kawan, para advokat, berkantor di jalan naripan, nomor 94, kota bandung sebagai pemohon kasasi;",0.982,0.873,0.924
"pt ewindo, berkedudukan di kawasan industri rancaekek, kaveling a-8, jalan raya rancaekek, km. 24,5, sumedang, jawa barat, diwakili oleh corry kuraemi djuwanta selaku presiden direktur, dalam hal ini memberikan kuasa kepada stella kristin bong, s.h., m.hum., dan kawan-kawan, para advokat, berkantor di jalan naripan, nomor 94, kota bandung, berdasarkan surat kuasa khusus tanggal 17 maret 2020; pemohon kasasi;","pt ewindo, berkedudukan di kawasan industri rancaekek, kaveling a-8, jalan raya rancaekek, km. 24,5, sumedang, jawa barat, diwakili oleh corry kuraemi djuwanta selaku presiden direktur, dalam hal ini memberikan kuasa kepada stella kristin bong, s.h., m.hum., dan kawan-kawan, para advokat, berkantor di jalan naripan, nomor 94, kota bandung sebagai pemohon kasasi;",0.982,0.873,0.924
"heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung; pemohon kasasi;","heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung sebagai pemohon kasasi;",0.947,1.000,0.973
"pt nubika jaya, berkedudukan di tanjung medan, kecamatan kampung rakyat, kabupaten labuhan batu selatan, atau kantor pusatnya berkedudukan di jalan iskandar muda, nomor 107, medan, sumatera utara, diwakili oleh kok yun selaku direktur, dalam hal ini memberikan kuasanya kepada h. refman basri, s.h., mba. dan kawan-kawan, para advokat, berkantor di jalan kejaksaan, nomor 7, medan, berdasarkan surat kuasa khusus tanggal 7 februari 2020; pemohon kasasi/tergugat;","pt nubika jaya, berkedudukan di tanjung medan, kecamatan kampung rakyat, kabupaten labuhan batu selatan, atau kantor pusatnya berkedudukan di jalan iskandar muda, nomor 107, medan, sumatera utara, diwakili oleh kok yun selaku direktur, dalam hal ini memberikan kuasanya kepada h. refman basri, s.h., mba. dan kawan-kawan, para advokat, berkantor di jalan kejaksaan, nomor 7, medan sebagai pemohon kasasi/tergugat;",0.984,0.882,0.930
"pt sarana meditama internasional (r.s. omni alam sutra) dan/atau pt sarana meditama metropolitan tbk., beralamat di jalan alam sutra boulevard kavling 25 serpong-tangerang, dalam hal ini memberi kuasa kepada yudha dewangga kusuma, s.h., m.h., dan kawan kawan, hr manager dan legal manager pt. sarana meditama international (rs. omni alam sutera), berdasarkan surat kuasa khusus tanggal 26 februari 2020; pemohon kasasi;","pt sarana meditama internasional (r.s. omni alam sutra) dan/atau pt sarana meditama metropolitan tbk., beralamat di jalan alam sutra boulevard kavling 25 serpong-tangerang, dalam hal ini memberi kuasa kepada yudha dewangga kusuma, s.h., m.h., dan kawan kawan, hr manager dan legal manager pt. sarana meditama international (rs. omni alam sutera) sebagai pemohon kasasi;",0.983,0.877,0.927
"jimmy wahyudi, bertempat tinggal di jalan borobudur, gang xi, nomor 2, rt 002, rw 003, kelurahan taman baru, kecamatan banyuwangi, kabupaten banyuwangi, dalam hal ini memberi kuasa kepada gunawan herndro, s.h., dan kawan, para advokat pada law firm office hendro and friend, beralamat di jalan otto iskandar dinata 41, desa/kecamatan ajung, kabupaten jember, jawa timur berdasarkan surat kuasa khusus tanggal 17 agustus 2018; pemohon kasasi;","jimmy wahyudi, bertempat tinggal di jalan borobudur, gang xi, nomor 2, rt 002, rw 003, kelurahan taman baru, kecamatan banyuwangi, kabupaten banyuwangi, dalam hal ini memberi kuasa kepada gunawan herndro, s.h., dan kawan, para advokat pada law firm office hendro and friend, beralamat di jalan otto iskandar dinata 41, desa/kecamatan ajung, kabupaten jember, jawa timur sebagai pemohon kasasi;",0.983,0.881,0.929
"ketua yayasan pengembangan sumber daya manusia maluku utara indonesia (ypsdm-mui), beralamat di jalan stkip kie raha kelurahan sasa- jambula, kecamatan ternate selatan, kota ternate, provinsi maluku utara, yang diwakili oleh dr. nia kurnia, m.kes., selaku ketua yayasan, dalam hal ini memberi kuasa kepada malik la dahiri, s.h., m.h., dan kawan kawan, advokat pada kantor hukum malik la dahiri, s.h., m.h., dan rekan, beralamat di jalan pertamina rt.01/rw.01, kelurahan fitu, kecamatan ternate selatan, maluku utara, berdasarkan surat kuasa khusus tanggal 27 februari 2020; pemohon kasasi;","ketua yayasan pengembangan sumber daya manusia maluku utara indonesia (ypsdm-mui), beralamat di jalan stkip kie raha kelurahan sasa jambula, kecamatan ternate selatan, kota ternate, provinsi maluku utara, yang diwakili oleh dr. nia kurnia, m.kes., selaku ketua yayasan, dalam hal ini memberi kuasa kepada malik la dahiri, s.h., m.h., dan kawan kawan, advokat pada kantor hukum malik la dahiri, s.h., m.h., dan rekan, beralamat di jalan pertamina rt.01/rw.01, kelurahan fitu, kecamatan ternate selatan, maluku utara sebagai pemohon kasasi;",0.988,0.914,0.950
"wd hotman simanjuntak, s.e, kewarganegaraan indonesia, bertempat tinggal di jalan baung nomor 2 rt.010/rw.001, kelurahan lenteng agung kecamatan jagakarsa, jakarta selatan, dalam hal ini memberi kuasa kepada roganda siregar, s.h, advokat pada kantor hukum r. siregar & partners, beralamat di jalan madukara nomor 36 rt 006 rw. 02 kelurahan makasar kecamatan makasar jakarta timur, berdasarkan surat kuasa khusus tanggal 27 januari 2020; pemohon kasasi;","wd hotman simanjuntak, s.e, kewarganegaraan indonesia, bertempat tinggal di jalan baung nomor 2 rt.010/rw.001, kelurahan lenteng agung kecamatan jagakarsa, jakarta selatan, dalam hal ini memberi kuasa kepada roganda siregar, s.h, advokat pada kantor hukum r. siregar & partners, beralamat di jalan madukara nomor 36 rt 006 rw. 02 kelurahan makasar kecamatan makasar jakarta timur sebagai pemohon kasasi; melawan",0.968,0.882,0.923
"suardi, s.e., bertempat tinggal di jalan benteng hilir, nomor 142 xvi, desa bandar khalipah, kecamatan percut sei tuan, kabupaten deli serdang, dalam hal ini memberikan kuasa kepada buldozer purba, s.h., dan kawan, wakil ketua dan sekretaris pengurus daerah serikat pekerja logam elektronik dan mesin (fsp.lem- spsi) sumatera utara, berkantor di jalan jend. gatot subroto, nomor 181, medan, berdasarkan surat kuasa khusus tanggal 17 februari 2020; pemohon kasasi/penggugat;","suardi, s.e., bertempat tinggal di jalan benteng hilir, nomor 142 xvi, desa bandar khalipah, kecamatan percut sei tuan, kabupaten deli serdang, dalam hal ini memberikan kuasa kepada buldozer purba, s.h., dan kawan, wakil ketua dan sekretaris pengurus daerah serikat pekerja logam elektronik dan mesin (fsp.lem-spsi) sumatera utara, berkantor di jalan jend. gatot subroto, nomor 181, medan sebagai pemohon kasasi/penggugat;",0.984,0.887,0.933
